segment_id language source channel segment_type speaker_id gender segment_len dialect mic_type phone_type
xfij E 15121 A 30 8344 F 133.25 dial=S handset regular_phone
xfik E 12854 B 10 2125 F 10.93 dial=R handset cellphone
xfil E 12177 B 30 7023 M 63.72 dial=E handset cordless_phone
xfim E 11205 B 10 7414 F 12.86 dial=S handset cordless_phone
xfin E 11075 A 10 7593 M 13.17 dial=M handset cellphone
xfio E 11417 B 10 6380 M 17.4 dial=M spkr_phone regular_phone
xfip E 11488 B 30 8625 M 51.83 dial=M handset cordless_phone
xfiq E 11771 X1 1c 2647 F 320 dial=E - -
xfiq E 11771 X2 1c 3465 F 320 nontar - -
xfir E 16031 A 1s 2450 M 320 dial=S handset regular_phone
xfis E 13072 B 30 3436 F 33.12 dial=S handset regular_phone
xfit R 14577 A 1s 7312 F 320 dial=R earbud cellphone
xfiu E 10077 X1 1c 5826 M 320 dial=E - -
xfiu E 10077 X2 1c 4132 M 320 dial=E - -
xfiv E 10804 B 1s 5325 M 320 dial=M handset regular_phone
xfiw S 10546 X1 1c 1668 F 320 dial=S - -
xfiw S 10546 X2 1c 7414 F 320 dial=S - -
xfix M 13922 B 30 2983 F 31.25 dial=M handset cordless_phone
xfiy E 11628 A 30 3967 M 37.77 dial=S handset regular_phone
xfiz E 11683 A 30 1755 M 63.43 dial=S handset regular_phone
xfja E 11937 B 30 1289 F 43.72 dial=S handset regular_phone
xfjb A 16454 B 1s 5010 F 320 dial=A earbud cellphone
xfjc R 16259 X1 1c 8136 F 320 dial=R - -
xfjc R 16259 X2 1c 4372 M 320 dial=R - -
xfjd E 12617 A 1s 3372 F 320 dial=S handset regular_phone
xfje R 14522 X1 1c 3944 M 320 nontar - -
xfje R 14522 X2 1c 4981 F 320 dial=R - -
xfjf E 15647 B 30 8194 M 29.77 dial=S handset regular_phone
xfjg E 15142 X1 1c 7236 M 320 dial=R - -
xfjg E 15142 X2 1c 8798 F 320 nontar - -
xfjh E 11695 X1 1c 8480 F 320 dial=E - -
xfjh E 11695 X2 1c 6040 F 320 dial=E - -
xfji A 16393 A 30 4158 M 80.64 dial=A handset cordless_phone
xfjj E 13117 X1 1c 3807 M 320 dial=R - -
xfjj E 13117 X2 1c 3304 F 320 dial=E - -
xfjk E 10801 X1 1c 4085 F 320 nontar - -
xfjk E 10801 X2 1c 6938 M 320 dial=S - -
xfjl E 12739 B 10 8480 F 14.92 dial=E handset cordless_phone
xfjm E 11974 X1 1c 6004 M 320 dial=M - -
xfjm E 11974 X2 1c 3783 F 320 dial=S - -
xfjn E 12369 B 10 8598 F 12.1 dial=E handset regular_phone
xfjo A 15065 X1 1c 5581 M 320 dial=A - -
xfjo A 15065 X2 1c 1076 F 320 dial=A - -
xfjp E 11595 A 10 4598 M 28.4 dial=R handset regular_phone
xfjq E 10456 B 1s 3304 F 320 dial=E handset regular_phone
xfjr R 16239 A 1s 4372 M 320 dial=R headphone cellphone
xfjs E 13213 X1 1c 6446 M 320 dial=M - -
xfjs E 13213 X2 1c 4512 F 320 dial=E - -
xfjt E 14406 X1 1c 1420 M 320 nontar - -
xfjt E 14406 X2 1c 7191 M 320 dial=A - -
xfju E 11705 A 10 8825 F 34.93 dial=S handset cellphone
xfjv E 15668 X1 1c 8893 F 320 dial=A - -
xfjv E 15668 X2 1c 5125 M 320 dial=M - -
xfjw E 11018 X1 1c 2308 M 320 dial=M - -
xfjw E 11018 X2 1c 3684 F 320 dial=E - -
xfjx E 15290 X1 1c 1785 F 320 dial=E - -
xfjx E 15290 X2 1c 8367 F 320 dial=E - -
xfjy M 13417 B 30 7813 M 34.13 dial=M spkr_phone cordless_phone
xfjz E 15128 X1 1c 4338 F 320 dial=S - -
xfjz E 15128 X2 1c 6436 F 320 dial=E - -
xfka E 12860 B 1s 3533 M 320 dial=A handset cellphone
xfkb A 13289 A 30 6973 M 92.05 dial=A earbud regular_phone
xfkc M 13404 X1 1c 6206 M 320 dial=M - -
xfkc M 13404 X2 1c 5847 F 320 nontar - -
xfkd E 12660 B 30 8478 M 90.82 dial=A handset cordless_phone
xfke S 12017 A 1s 6476 M 320 dial=S handset cellphone
xfkf A 11807 X1 1c 1733 F 320 dial=A - -
xfkf A 11807 X2 1c 3449 M 320 dial=A - -
xfkg M 12137 B 1s 1014 F 320 dial=M handset regular_phone
xfkh A 12282 X1 1c 3960 F 320 nontar - -
xfkh A 12282 X2 1c 5172 F 320 dial=A - -
xfki E 11291 B 1s 7288 F 320 dial=R handset cellphone
xfkj E 15698 A 30 1311 F 35.13 dial=A handset regular_phone
xfkk E 14868 A 1s 6320 F 320 dial=E handset regular_phone
xfkl E 15613 A 1s 6175 M 320 dial=M spkr_phone regular_phone
xfkm E 11354 B 10 5608 F 12.04 dial=E handset cordless_phone
xfkn E 10829 B 10 7078 M 24 dial=E handset regular_phone
xfko E 15228 A 10 1218 M 9.89 dial=E handset cellphone
xfkp E 11891 B 10 5867 F 11.11 dial=E handset regular_phone
xfkq E 10655 A 10 7573 F 29.68 dial=E handset cellphone
xfkr E 11441 A 30 8598 F 41.01 dial=E handset regular_phone
xfks E 10087 A 30 8427 M 33.65 dial=M handset regular_phone
xfkt E 13557 X1 1c 5233 F 320 dial=S - -
xfkt E 13557 X2 1c 6446 M 320 dial=M - -
xfku E 10937 B 30 1519 M 73.03 dial=M handset cordless_phone
xfkv E 12083 B 30 2971 F 62.03 dial=S handset cellphone
xfkw E 12299 A 10 5910 F 29.92 dial=S handset regular_phone
xfkx E 12142 X1 1c 1289 F 320 dial=S - -
xfkx E 12142 X2 1c 1892 M 320 dial=S - -
xfky E 11690 B 10 6363 F 12.19 dial=E handset regular_phone
xfkz E 11609 X1 1c 6823 F 320 nontar - -
xfkz E 11609 X2 1c 4598 M 320 dial=R - -
xfla E 15264 A 10 6652 F 9.66 dial=A handset regular_phone
xflb E 15117 A 1s 5826 M 320 dial=E handset regular_phone
xflc E 11535 B 10 2162 F 10 dial=A handset regular_phone
xfld E 11878 B 30 1268 F 41.18 dial=E handset cellphone
xfle E 11157 A 10 4132 M 13.89 dial=E handset cordless_phone
xflf A 14424 B 10 4314 M 44.57 dial=A handset regular_phone
xflg E 13781 B 30 8194 M 58.46 dial=S handset regular_phone
xflh E 11437 A 30 1832 F 36.35 dial=M handset regular_phone
xfli E 13868 B 30 7312 F 37.03 dial=R handset cellphone
xflj A 13324 A 10 8478 M 15.3 dial=A handset cordless_phone
xflk A 16037 A 30 5010 F 53.15 dial=A earbud cellphone
xfll R 16366 B 10 4460 M 11.04 dial=R handset cellphone
xflm R 15516 A 10 8796 F 46.24 dial=R handset regular_phone
xfln E 12156 X1 1c 3351 M 320 nontar - -
xfln E 12156 X2 1c 8598 F 320 dial=E - -
xflo E 12441 A 30 4217 M 45.47 dial=R handset regular_phone
xflp E 10564 B 30 3885 M 58.32 dial=E headphone cordless_phone
xflq A 13333 A 30 2363 M 65.16 dial=A earbud regular_phone
xflr E 10972 B 1s 5236 M 320 dial=S handset cellphone
xfls E 14265 A 30 4217 M 30.49 dial=R handset cellphone
xflt M 13467 B 1s 3150 M 320 dial=M headphone cellphone
xflu M 13417 B 10 7813 M 11.85 dial=M spkr_phone cordless_phone
xflv A 13044 B 30 1470 M 38.97 dial=A handset regular_phone
xflw E 10294 B 30 7557 F 75.37 dial=E handset cellphone
xflx E 10437 X1 1c z3432 M 320 dial=E - -
xflx E 10437 X2 1c 5221 F 320 dial=M - -
xfly E 14605 B 1s 3251 M 320 dial=A handset cellphone
xflz E 11782 B 10 2403 F 26.8 dial=S handset cellphone
xfma E 11859 B 1s 1495 F 320 dial=R spkr_phone cellphone
xfmb E 15590 A 10 3430 M 28.47 dial=R handset regular_phone
xfmc E 12185 A 10 1470 M 22.61 dial=A headphone regular_phone
xfmd A 15278 X1 1c 1197 F 320 nontar - -
xfmd A 15278 X2 1c 2504 M 320 dial=A - -
xfme S 12001 B 30 4685 F 32.44 dial=R earbud cordless_phone
xfmf E 14298 B 30 7312 F 59.39 dial=R earbud cellphone
xfmg E 13636 B 10 3478 M 16.46 dial=M headphone regular_phone
xfmh A 12435 B 1s 2162 F 320 dial=A handset regular_phone
xfmi E 13678 B 1s 5670 M 320 dial=M headphone regular_phone
xfmj M 11113 X1 1c 7761 F 320 nontar - -
xfmj M 11113 X2 1c 4708 M 320 dial=M - -
xfmk E 10618 X1 1c 4092 M 320 nontar - -
xfmk E 10618 X2 1c 6363 F 320 dial=E - -
xfml E 13027 X1 1c 8598 F 320 dial=E - -
xfml E 13027 X2 1c 7293 M 320 dial=A - -
xfmm M 10609 A 1s 4781 F 320 dial=M handset regular_phone
xfmn E 11770 X1 1c 8194 M 320 dial=S - -
xfmn E 11770 X2 1c 2647 F 320 dial=E - -
xfmo R 16040 B 10 7312 F 13.11 dial=R earbud cellphone
xfmp E 12989 B 1s 2927 F 320 dial=E handset cellphone
xfmq E 16355 X1 1c 8263 F 320 nontar - -
xfmq E 16355 X2 1c 7175 F 320 dial=A - -
xfmr E 10791 B 10 1909 F 11.74 dial=E handset regular_phone
xfms E 11623 B 30 4267 F 39.46 dial=E unknown unknown
xfmt E 10619 A 1s 3432 F 320 dial=E handset regular_phone
xfmu E 11876 X1 1c 7023 M 320 dial=E - -
xfmu E 11876 X2 1c 8483 M 320 dial=S - -
xfmv A 12777 B 30 3533 M 30.21 dial=A handset regular_phone
xfmw E 12449 B 10 8094 F 12.43 dial=S handset regular_phone
xfmx E 11283 A 1s 2262 F 320 dial=S handset regular_phone
xfmy E 12129 B 1s 1901 F 320 dial=M handset regular_phone
xfmz E 12649 B 1s 5747 F 320 dial=S handset regular_phone
xfna E 16109 A 10 8259 M 13.53 dial=E handset regular_phone
xfnb E 14209 B 30 2451 F 29.65 dial=A handset regular_phone
xfnc E 15620 B 30 5125 M 61.43 dial=M headphone regular_phone
xfnd E 12593 B 1s 7293 M 320 dial=A handset cordless_phone
xfne E 12735 B 30 6935 M 36.34 dial=R handset cellphone
xfnf A 15568 A 10 6652 F 11.41 dial=A handset cordless_phone
xfng E 12752 X1 1c 8817 F 320 dial=M - -
xfng E 12752 X2 1c 1183 F 320 dial=S - -
xfnh E 10828 A 1s 7276 F 320 dial=S handset regular_phone
xfni A 12777 B 1s 3533 M 320 dial=A handset regular_phone
xfnj E 11417 A 1s 7288 F 320 dial=R handset cellphone
xfnk E 16534 X1 1c 3457 M 320 nontar - -
xfnk E 16534 X2 1c 8075 F 320 dial=A - -
xfnl E 11216 A 10 1199 F 18.56 dial=R spkr_phone cordless_phone
xfnm E 14757 B 30 8364 F 78.28 dial=R handset regular_phone
xfnn A 14455 B 10 5811 M 16.09 dial=A handset cellphone
xfno R 15860 B 10 5902 M 48.3 dial=R handset cellphone
xfnp E 12306 B 10 8854 M 42.74 dial=A handset cellphone
xfnq E 11586 X1 1c 8562 F 320 nontar - -
xfnq E 11586 X2 1c 3487 F 320 dial=E - -
xfnr E 14282 X1 1c 1870 F 320 nontar - -
xfnr E 14282 X2 1c 8624 F 320 dial=E - -
xfns E 11841 X1 1c 8350 M 320 nontar - -
xfns E 11841 X2 1c 3372 F 320 dial=S - -
xfnt E 11563 B 30 6040 F 32.31 dial=E handset regular_phone
xfnu S 12001 X1 1c 5586 F 320 dial=R - -
xfnu S 12001 X2 1c 4685 F 320 dial=R - -
xfnv E 12216 B 1s 1645 F 320 dial=S handset regular_phone
xfnw E 13588 A 1s 7098 M 320 dial=M handset cellphone
xfnx E 12083 B 1s 2971 F 320 dial=S handset cellphone
xfny E 10685 A 30 4781 F 40.87 dial=M handset regular_phone
xfnz E 12638 X1 1c 5867 F 320 dial=E - -
xfnz E 12638 X2 1c 6935 M 320 dial=R - -
xfoa E 13537 A 30 1199 F 31.38 dial=R spkr_phone cellphone
xfob S 14206 A 10 4585 M 15.23 dial=S handset cordless_phone
xfoc E 12091 A 10 4856 F 10.22 dial=E handset cordless_phone
xfod E 11358 X1 1c 7288 F 320 dial=R - -
xfod E 11358 X2 1c 1570 F 320 nontar - -
xfoe A 12632 B 30 1577 M 43.55 dial=A spkr_phone cordless_phone
xfof E 12378 X1 1c 1289 F 320 dial=S - -
xfof E 12378 X2 1c 1645 F 320 dial=S - -
xfog E 16347 B 1s 8136 F 320 dial=R handset cellphone
xfoh E 16425 B 1s 8075 F 320 dial=A handset cordless_phone
xfoi E 12594 X1 1c 4217 M 320 dial=R - -
xfoi E 12594 X2 1c 7293 M 320 dial=A - -
xfoj E 12811 A 10 7078 M 28.66 dial=E handset regular_phone
xfok A 15050 B 30 5203 M 81.89 dial=A handset cellphone
xfol E 16047 A 30 1668 F 34.34 dial=S handset cellphone
xfom E 11776 B 30 5608 F 163.36 dial=E handset cellphone
xfon M 11201 X1 1c 8962 F 320 dial=M - -
xfon M 11201 X2 1c 1014 F 320 dial=M - -
xfoo E 11669 A 10 5608 F 40 dial=E handset cordless_phone
xfop E 13582 A 30 4585 M 60.98 dial=S handset cellphone
xfoq R 14576 A 1s 4217 M 320 dial=R handset cellphone
xfor R 14565 A 30 8815 F 30.42 dial=R handset cellphone
xfos R 14959 B 1s 6162 F 320 dial=R handset cellphone
xfot E 11782 B 1s 2403 F 320 dial=S handset cellphone
xfou R 15520 X1 1c 8815 F 320 dial=R - -
xfou R 15520 X2 1c 3430 M 320 dial=R - -
xfov E 11205 B 1s 7414 F 320 dial=S handset cordless_phone
xfow E 10969 X1 1c 6496 M 320 nontar - -
xfow E 10969 X2 1c 5236 M 320 dial=S - -
xfox E 12238 B 1s 1148 F 320 dial=M handset regular_phone
xfoy E 10335 X1 1c 3781 F 320 nontar - -
xfoy E 10335 X2 1c 3574 F 320 dial=E - -
xfoz E 11554 A 1s 4694 F 320 dial=S handset cellphone
xfpa E 13685 X1 1c 8250 F 320 dial=S - -
xfpa E 13685 X2 1c 5670 M 320 dial=M - -
xfpb S 12159 A 1s 4694 F 320 dial=S handset cordless_phone
xfpc S 13029 A 1s 6054 F 320 dial=S headphone cellphone
xfpd E 14070 A 10 8134 M 69.94 dial=E handset cellphone
xfpe E 10460 X1 1c 7244 F 320 nontar - -
xfpe E 10460 X2 1c 8577 F 320 dial=E - -
xfpf E 12707 X1 1c 3964 M 320 nontar - -
xfpf E 12707 X2 1c 5913 F 320 dial=S - -
xfpg M 11783 B 10 3074 M 10.11 dial=M handset regular_phone
xfph E 12854 X1 1c 5290 M 320 dial=E - -
xfph E 12854 X2 1c 2125 F 320 dial=R - -
xfpi E 12012 A 10 4898 M 18.22 dial=S earbud cordless_phone
xfpj E 11586 B 1s 3487 F 320 dial=E handset regular_phone
xfpk E 14314 A 30 5038 F 36.2 dial=S handset regular_phone
xfpl E 14719 B 10 6320 F 41.46 dial=E handset cellphone
xfpm E 16353 B 30 8136 F 38.67 dial=R handset cellphone
xfpn E 12646 X1 1c 8094 F 320 dial=S - -
xfpn E 12646 X2 1c 2906 M 320 nontar - -
xfpo E 12643 B 30 5586 F 31.29 dial=R headphone cellphone
xfpp E 11352 B 10 1832 F 35.92 dial=M handset cellphone
xfpq E 13013 X1 1c 4084 F 320 nontar - -
xfpq E 13013 X2 1c 4708 M 320 dial=M - -
xfpr E 10619 A 30 3432 F 57.42 dial=E handset regular_phone
xfps E 10341 B 30 1410 M 37.79 dial=S unknown unknown
xfpt E 12786 A 30 3372 F 42.35 dial=S handset regular_phone
xfpu R 14555 A 30 4460 M 31.29 dial=R earbud cellphone
xfpv E 13050 B 10 6220 M 19.12 dial=R headphone cordless_phone
xfpw E 10191 B 1s 7557 F 320 dial=E handset cordless_phone
xfpx E 11529 A 30 5233 F 43.16 dial=S handset cellphone
xfpy E 15854 A 1s 4824 M 320 dial=A handset regular_phone
xfpz E 11643 A 30 3097 M 150.82 dial=E handset regular_phone
xfqa E 13529 B 30 6973 M 98.92 dial=A headphone regular_phone
xfqb E 16161 B 1s 6652 F 320 dial=A handset regular_phone
xfqc M 13544 X1 1c 6206 M 320 dial=M - -
xfqc M 13544 X2 1c 5451 M 320 nontar - -
xfqd E 10464 B 1s 3550 F 320 dial=E handset regular_phone
xfqe E 11575 B 30 1901 F 41.98 dial=M handset regular_phone
xfqf E 11677 X1 1c 4598 M 320 dial=R - -
xfqf E 11677 X2 1c 8836 M 320 dial=A - -
xfqg R 16366 B 30 4460 M 31.33 dial=R handset cellphone
xfqh E 13664 B 10 6004 M 11.68 dial=M headphone regular_phone
xfqi E 13156 A 30 5200 F 89.07 dial=E handset cordless_phone
xfqj E 16042 B 10 2898 M 14.22 dial=A headphone cellphone
xfqk E 11467 A 10 8929 M 22.74 dial=E handset regular_phone
xfql A 13278 A 1s 7293 M 320 dial=A handset cordless_phone
xfqm E 12501 B 10 5910 F 15.9 dial=S handset cellphone
xfqn A 15892 B 30 3184 F 36.57 dial=A headphone cordless_phone
xfqo M 11412 B 1s 2983 F 320 dial=M handset cordless_phone
xfqp A 16001 X1 1c 8592 M 320 nontar - -
xfqp A 16001 X2 1c 8893 F 320 dial=A - -
xfqq E 12210 B 1s 3550 F 320 dial=E handset regular_phone
xfqr E 12854 B 30 2125 F 30.76 dial=R handset cellphone
xfqs S 13216 B 30 3783 F 87.41 dial=S handset regular_phone
xfqt E 10561 B 30 3009 F 34.51 dial=M unknown unknown
xfqu E 10369 A 30 3097 M 67.14 dial=E headphone regular_phone
xfqv M 11851 A 30 2308 M 59.23 dial=M headphone cordless_phone
xfqw E 13048 B 30 1755 M 30.36 dial=S handset regular_phone
xfqx E 14869 B 30 2875 M 60.36 dial=A handset regular_phone
xfqy E 10819 X1 1c 2416 F 320 nontar - -
xfqy E 10819 X2 1c 7078 M 320 dial=E - -
xfqz E 12184 A 10 2162 F 10.38 dial=A handset regular_phone
xfra E 10661 A 1s 2971 F 320 dial=S handset cordless_phone
xfrb E 10464 A 1s 7427 F 320 dial=E handset cordless_phone
xfrc A 11840 B 10 4422 F 12.51 dial=A handset regular_phone
xfrd E 11885 X1 1c 4781 F 320 dial=M - -
xfrd E 11885 X2 1c 5200 F 320 dial=E - -
xfre E 14342 X1 1c 8574 M 320 nontar - -
xfre E 14342 X2 1c 1987 F 320 dial=R - -
xfrf E 15674 B 1s 6175 M 320 dial=M headphone regular_phone
xfrg E 14164 B 30 5888 F 35.44 dial=A earbud cellphone
xfrh E 12452 B 30 7657 M 58.16 dial=S handset regular_phone
xfri E 10464 B 30 3550 F 50.9 dial=E handset regular_phone
xfrj E 10514 B 10 3807 M 23.13 dial=R unknown unknown
xfrk E 11461 A 10 2933 F 34.14 dial=E handset regular_phone
xfrl E 14310 A 30 3094 M 54.44 dial=M handset cellphone
xfrm E 10717 X1 1c 8052 F 320 nontar - -
xfrm E 10717 X2 1c 5867 F 320 dial=E - -
xfrn E 14895 A 1s 4314 M 320 dial=A handset regular_phone
xfro M 13427 B 1s 7172 F 320 dial=M headphone regular_phone
xfrp S 12578 X1 1c 5913 F 320 dial=S - -
xfrp S 12578 X2 1c 4762 M 320 dial=S - -
xfrq E 15355 A 30 6472 F 67.44 dial=S handset regular_phone
xfrr E 14830 X1 1c 5038 F 320 dial=S - -
xfrr E 14830 X2 1c 8815 F 320 dial=R - -
xfrs E 14684 X1 1c 5038 F 320 dial=S - -
xfrs E 14684 X2 1c 3944 F 320 nontar - -
xfrt E 12179 X1 1c 4180 F 320 nontar - -
xfrt E 12179 X2 1c 8194 M 320 dial=S - -
xfru E 11575 B 1s 1901 F 320 dial=M handset regular_phone
xfrv E 10310 B 10 1901 F 11.15 dial=M handset regular_phone
xfrw E 11873 A 10 7078 M 10.21 dial=E handset cordless_phone
xfrx E 11693 A 10 1901 F 11.12 dial=M handset regular_phone
xfry E 11723 B 30 2403 F 100.72 dial=S handset cellphone
xfrz A 11840 X1 1c 3533 M 320 dial=A - -
xfrz A 11840 X2 1c 4422 F 320 dial=A - -
xfsa E 10654 A 30 8836 M 56.4 dial=A handset regular_phone
xfsb E 11735 X1 1c 3903 F 320 dial=E - -
xfsb E 11735 X2 1c 1014 F 320 dial=M - -
xfsc E 10212 A 1s 7098 M 320 dial=M handset cellphone
xfsd E 12766 A 1s 1979 F 320 dial=E handset cellphone
xfse E 12697 A 10 8461 M 11.36 dial=A handset regular_phone
xfsf E 15644 B 30 7023 M 64.75 dial=E handset regular_phone
xfsg E 11621 X1 1c 1409 F 320 nontar - -
xfsg E 11621 X2 1c 7513 M 320 dial=M - -
xfsh E 13695 B 30 8342 F 52.64 dial=M handset cellphone
xfsi S 10546 B 10 7414 F 22.28 dial=S handset cellphone
xfsj E 13048 B 1s 1755 M 320 dial=S handset regular_phone
xfsk E 12929 X1 1c 4109 M 320 nontar - -
xfsk E 12929 X2 1c 2397 M 320 dial=M - -
xfsl E 11039 A 10 3680 M 23.52 dial=S handset cordless_phone
xfsm E 14820 A 30 6183 M 47.29 dial=M handset cordless_phone
xfsn E 12828 B 10 8478 M 72.11 dial=A handset cordless_phone
xfso R 14565 A 1s 8815 F 320 dial=R handset cellphone
xfsp M 10977 B 10 1014 F 105.46 dial=M handset regular_phone
xfsq E 15647 A 30 3689 F 73.62 dial=S handset cordless_phone
xfsr E 11619 X1 1c 4506 M 320 dial=E - -
xfsr E 11619 X2 1c 7253 F 320 nontar - -
xfss A 16535 X1 1c 8123 F 320 dial=A - -
xfss A 16535 X2 1c 6689 F 320 nontar - -
xfst R 15519 X1 1c 8815 F 320 dial=R - -
xfst R 15519 X2 1c 1968 F 320 nontar - -
xfsu E 10191 X1 1c 8134 M 320 dial=E - -
xfsu E 10191 X2 1c 7557 F 320 dial=E - -
xfsv M 13423 X1 1c 3150 M 320 dial=M - -
xfsv M 13423 X2 1c 4781 F 320 dial=M - -
xfsw E 12683 X1 1c 3114 F 320 nontar - -
xfsw E 12683 X2 1c 1300 M 320 dial=E - -
xfsx E 11776 A 1s 2162 F 320 dial=A handset regular_phone
xfsy S 13258 B 1s 1755 M 320 dial=S handset regular_phone
xfsz S 12292 A 10 5038 F 10.44 dial=S handset regular_phone
xfta A 16257 A 10 z7175 M 13.45 dial=A handset regular_phone
xftb E 14060 A 1s 1987 F 320 dial=R earbud cellphone
xftc E 14322 A 10 2606 M 11.78 dial=R headphone regular_phone
xftd E 11065 B 1s 3304 F 320 dial=E handset regular_phone
xfte E 16264 A 30 8136 F 31.57 dial=R handset cordless_phone
xftf E 11723 X1 1c 7253 F 320 nontar - -
xftf E 11723 X2 1c 2403 F 320 dial=S - -
xftg E 15975 B 1s 5330 M 320 dial=A handset regular_phone
xfth E 11208 X1 1c 1792 F 320 nontar - -
xfth E 11208 X2 1c 4206 M 320 dial=S - -
xfti E 11603 X1 1c 4598 M 320 dial=R - -
xfti E 11603 X2 1c 8902 F 320 nontar - -
xftj A 13946 A 10 7293 M 13.46 dial=A handset cordless_phone
xftk A 16153 B 10 6876 M 14.94 dial=A handset regular_phone
xftl E 16302 X1 1c z7175 M 320 dial=A - -
xftl E 16302 X2 1c 4415 F 320 dial=E - -
xftm E 13636 B 1s 3478 M 320 dial=M headphone regular_phone
xftn E 16203 X1 1c 2617 F 320 nontar - -
xftn E 16203 X2 1c 8123 F 320 dial=A - -
xfto E 16130 B 1s 6968 F 320 dial=A handset cellphone
xftp A 15064 B 30 1076 F 59.1 dial=A handset cellphone
xftq E 13227 X1 1c 3633 F 320 dial=S - -
xftq E 13227 X2 1c 6573 F 320 nontar - -
xftr E 10576 A 10 6732 F 11.14 dial=S handset cellphone
xfts E 14338 X1 1c 6162 F 320 dial=R - -
xfts E 14338 X2 1c 6713 F 320 dial=E - -
xftt E 12812 B 1s 8993 F 320 dial=S handset regular_phone
xftu E 15584 A 1s 3430 M 320 dial=R handset regular_phone
xftv E 15584 X1 1c 3430 M 320 dial=R - -
xftv E 15584 X2 1c 4269 F 320 dial=S - -
xftw E 11776 B 1s 5608 F 320 dial=E handset cellphone
xftx E 10124 A 30 3304 F 64.2 dial=E handset cordless_phone
xfty E 13552 B 1s 6162 F 320 dial=R handset regular_phone
xftz E 12284 A 30 4781 F 50.42 dial=M handset regular_phone
xfua E 12811 A 1s 7078 M 320 dial=E handset regular_phone
xfub E 10979 X1 1c 6367 F 320 dial=S - -
xfub E 10979 X2 1c 6419 M 320 nontar - -
xfuc M 12723 B 30 4781 F 40.57 dial=M handset regular_phone
xfud E 16009 A 30 5940 F 31.86 dial=R handset cordless_phone
xfue E 15800 A 1s 3478 M 320 dial=M headphone regular_phone
xfuf E 12069 B 30 8194 M 54.01 dial=S handset regular_phone
xfug E 11664 A 30 2162 F 100.71 dial=A handset regular_phone
xfuh E 11737 A 10 1014 F 27.92 dial=M headphone cordless_phone
xfui E 11269 B 1s 2403 F 320 dial=S handset regular_phone
xfuj E 12816 X1 1c 7031 M 320 dial=S - -
xfuj E 12816 X2 1c 6935 M 320 dial=R - -
xfuk E 10654 B 10 8598 F 16.86 dial=E handset regular_phone
xful E 15572 A 30 6436 F 35.89 dial=E handset regular_phone
xfum E 12406 B 10 1901 F 33.14 dial=M handset regular_phone
xfun E 16088 B 1s 5221 F 320 dial=M earbud cordless_phone
xfuo E 14478 A 1s 7191 M 320 dial=A earbud cordless_phone
xfup E 10924 A 1s 4026 F 320 dial=E handset regular_phone
xfuq E 11802 B 1s 6004 M 320 dial=M spkr_phone cordless_phone
xfur E 15196 A 10 8835 F 18.26 dial=S handset regular_phone
xfus A 15024 A 1s 3251 M 320 dial=A handset cellphone
xfut R 15548 X1 1c 8398 M 320 dial=R - -
xfut R 15548 X2 1c 1987 F 320 dial=R - -
xfuu E 14659 X1 1c 6132 F 320 dial=S - -
xfuu E 14659 X2 1c 8149 F 320 dial=R - -
xfuv E 11729 B 1s 8625 M 320 dial=M handset cordless_phone
xfuw E 12904 B 1s 2933 F 320 dial=E handset regular_phone
xfux E 13636 B 30 3478 M 47.14 dial=M headphone regular_phone
xfuy E 14060 A 30 1987 F 66.93 dial=R earbud cellphone
xfuz M 13411 A 1s 7813 M 320 dial=M spkr_phone regular_phone
xfva E 12216 B 10 1645 F 12.87 dial=S handset regular_phone
xfvb E 11735 B 10 1014 F 20.28 dial=M handset regular_phone
xfvc E 12011 X1 1c 7521 F 320 dial=E - -
xfvc E 12011 X2 1c 3550 F 320 dial=E - -
xfvd E 14048 X1 1c 5460 F 320 nontar - -
xfvd E 14048 X2 1c 1542 F 320 dial=S - -
xfve E 11281 B 30 1094 F 33.45 dial=E handset regular_phone
xfvf E 12073 A 10 3906 F 11.76 dial=S handset regular_phone
xfvg E 11428 B 10 7341 F 24.94 dial=E handset regular_phone
xfvh E 11316 B 30 8854 M 38.59 dial=A handset regular_phone
xfvi E 11160 A 1s 5172 F 320 dial=A handset cordless_phone
xfvj E 11246 A 30 1526 F 55.12 dial=R handset regular_phone
xfvk E 10464 X1 1c 7427 F 320 dial=E - -
xfvk E 10464 X2 1c 3550 F 320 dial=E - -
xfvl E 10239 A 10 7341 F 11.3 dial=E handset regular_phone
xfvm E 16431 X1 1c 6158 F 320 nontar - -
xfvm E 16431 X2 1c 8075 F 320 dial=A - -
xfvn E 14401 A 10 8478 M 67.78 dial=A handset cordless_phone
xfvo A 12076 B 30 2162 F 34.53 dial=A handset regular_phone
xfvp E 11056 B 10 3304 F 15.24 dial=E handset regular_phone
xfvq A 15052 B 10 1076 F 10.85 dial=A handset regular_phone
xfvr E 11817 B 10 8668 M 12.79 dial=E handset regular_phone
xfvs E 15708 A 1s 1892 M 320 dial=S handset regular_phone
xfvt E 12643 B 1s 5586 F 320 dial=R headphone cellphone
xfvu A 13278 X1 1c 7293 M 320 dial=A - -
xfvu A 13278 X2 1c 3961 M 320 nontar - -
xfvv E 15620 B 10 5125 M 30.62 dial=M headphone regular_phone
xfvw A 12796 B 30 3449 M 58.44 dial=A handset regular_phone
xfvx A 13030 B 1s 2363 M 320 dial=A earbud regular_phone
xfvy E 12381 A 1s 7293 M 320 dial=A handset cordless_phone
